ndc,rxcui
47426050104,2560308
00362055705,1673142
31382055705,1673142
00362901150,1012461
00409175250,1012381
00409381201,1012381
63323046101,1012413
63323046157,1012413
00409175550,1012388
00409658101,1012388
58472023050,1012388
63323046301,1012417
63323046357,1012417
00409174610,1867612
00409174670,1867612
00409573801,1867612
00409573810,1867612
63323046801,1867618
63323046817,1867618
00409174910,1673242
00409174970,1673242
00409812601,1673242
00409812610,1673242
63323046204,1673296
63323046217,1673296
00409154101,1867614
00409154110,1867614
00409174630,1867614
00409174671,1867614
63323046802,1867620
63323046808,1867620
63323046837,1867620
63323046838,1867620
00409174929,1673243
00409174971,1673243
00409420801,1673243
00409420810,1673243
63323046201,1673298
63323046202,1673298
63323046203,1673298
63323046231,1673298
63323046237,1673298
63323046238,1673298
63323046001,1012421
63323046037,1012421
51715010003,2395798
51715010004,2395798
51715010010,2395798
00409930010,1734203
68462077710,1734203
68462077735,1734203
70069006101,1734203
70069006110,1734203
70069006125,1734203
71288073210,1734203
71288073211,1734203
00409930310,1734090
55150020010,1734090
70069006601,1734090
70069006610,1734090
70069006625,1734090
71288073710,1734090
71288073711,1734090
00143926301,1734207
00143926310,1734207
43066001501,1734207
43066001510,1734207
55150019520,1734207
65145010701,1734207
65145010710,1734207
68462079320,1734207
68462079355,1734207
68462079374,1734207
70069006201,1734207
70069006210,1734207
70069006225,1734207
71288073320,1734207
71288073321,1734207
72603021601,1734207
72603021625,1734207
83854001301,1734207
83854001302,1734207
83854001310,1734207
83854001325,1734207
83854001326,1734207
43066001901,1734483
43066001910,1734483
55150019720,1734483
65145010801,1734483
65145010810,1734483
68462077820,1734483
68462077855,1734483
68462077874,1734483
70069006301,1734483
70069006325,1734483
71288073420,1734483
71288073421,1734483
72603021701,1734483
72603021725,1734483
00143926501,905189
00143926510,905189
00409930220,905189
55150019920,905189
70069006501,905189
70069006525,905189
71288073620,905189
71288073621,905189
00143926601,1734084
00143926610,1734084
00781314214,1734084
00781314280,1734084
43066002701,1734084
43066002710,1734084
55150020120,1734084
65145011001,1734084
65145011010,1734084
67457087700,1734084
67457087720,1734084
68462079520,1734084
68462079555,1734084
70069006701,1734084
70069006710,1734084
70069006725,1734084
71288073820,1734084
71288073821,1734084
72603021901,1734084
72603021925,1734084
83854001501,1734084
83854001525,1734084
00143926401,1734475
00143926410,1734475
00409930130,1734475
00781314030,1734475
43066002301,1734475
43066002310,1734475
55150019830,1734475
65145010901,1734475
65145010910,1734475
67457087630,1734475
67457087699,1734475
68462079430,1734475
68462079462,1734475
68462079484,1734475
70069006401,1734475
70069006410,1734475
70069006425,1734475
71288073530,1734475
71288073531,1734475
72485051901,1734475
72485051910,1734475
72572070701,1734475
72572070710,1734475
72603021801,1734475
72603021825,1734475
83854001401,1734475
83854001402,1734475
83854001405,1734475
83854001406,1734475
83854001410,1734475
83854001425,1734475
83854001426,1734475
84549016425,1734475
85766009730,1734475
85766009801,1734475
85766009825,1734475
00143919501,1734347
00143919524,1734347
25021067166,1734347
25021067182,1734347
43066015201,1734347
43066015210,1734347
55150019699,1734347
65145016501,1734347
65145016510,1734347
65219063202,1734347
65219063210,1734347
67457079810,1734347
67457079899,1734347
68083026201,1734347
70121173201,1734347
70121173203,1734347
70121173209,1734347
70512079701,1734347
70512079724,1734347
00143919701,1734479
00143919724,1734479
25021065282,1734479
70121173401,1734479
70121173403,1734479
70121173407,1734479
00143919601,1734355
00143919612,1734355
25021067167,1734355
25021067187,1734355
43066015401,1734355
43066015410,1734355
65145016601,1734355
65145016610,1734355
65219063204,1734355
65219063220,1734355
67457079920,1734355
67457079999,1734355
68083026301,1734355
70121173301,1734355
70121173303,1734355
70121173309,1734355
70512079801,1734355
70512079824,1734355
25021065287,1734481
70121173503,1734481
70121173507,1734481
63323028501,1734204
63323028503,1734204
63323028510,1734204
63323028513,1734204
63323028801,1734091
63323028803,1734091
63323028810,1734091
63323028811,1734091
63323028506,1734208
63323028507,1734208
63323028520,1734208
63323028523,1734208
63323028528,1734208
63323028541,1734208
63323028601,1734484
63323028605,1734484
63323028620,1734484
63323028623,1734484
63323028627,1734484
63323028641,1734484
63323028701,905191
63323028703,905191
63323028720,905191
63323028721,905191
63323028806,1734086
63323028807,1734086
63323028820,1734086
63323028821,1734086
63323028823,1734086
63323028825,1734086
63323028827,1734086
63323028829,1734086
00404992430,1734476
63323028609,1734476
63323028611,1734476
63323028630,1734476
63323028631,1734476
63323028635,1734476
63323028638,1734476
63323028643,1734476
63323028693,1734476
63323028695,1734476
63323028502,1734348
63323028551,1734348
63323028553,1734348
63323028555,1734348
63323028561,1734348
63323028565,1734348
63323028567,1734348
63323028568,1734348
63323028600,1734480
63323028603,1734480
63323028504,1734356
63323028557,1734356
63323028559,1734356
63323028563,1734356
63323028564,1734356
63323028573,1734356
63323028633,1734482
63323028663,1734482
10135069461,861064
16714060101,861064
16714060102,861064
59762006701,861064
63304084005,861064
63629877401,861064
64980040906,861064
65862022420,861064
65862022460,861064
71093014311,861064
00378418601,312940
00378418605,312940
00378418693,312940
00378801101,312940
00378801105,312940
00615859605,312940
00615859639,312940
00904692461,312940
16714061101,312940
16714061102,312940
16714061103,312940
16714061104,312940
16714061105,312940
16714061106,312940
16729021510,312940
16729021511,312940
16729021515,312940
16729021516,312940
16729021543,312940
23155075703,312940
23155075705,312940
23155075709,312940
31722014505,312940
31722014530,312940
31722014590,312940
31722021205,312940
31722021230,312940
31722021290,312940
33358032130,312940
43353081230,312940
43602097915,312940
43602097916,312940
50090297600,312940
50090297601,312940
50090394700,312940
50090394701,312940
50090584800,312940
50090584801,312940
50090661300,312940
50090661301,312940
50090661400,312940
50090723000,312940
50090739500,312940
50090739501,312940
50090739600,312940
50090761400,312940
50090761401,312940
50090761500,312940
50090769800,312940
50090769801,312940
50090769900,312940
50111093010,312940
50228046705,312940
50228046730,312940
50228046790,312940
50268076811,312940
50268076815,312940
50268082311,312940
50268082315,312940
50436630601,312940
51079014901,312940
51079014920,312940
51655034526,312940
52959087230,312940
52959087238,312940
52959087260,312940
55700022230,312940
55700056230,312940
55700056290,312940
59762496001,312940
59762634701,312940
60505018008,312940
60687023101,312940
60687023111,312940
63187047830,312940
63187047860,312940
63187047890,312940
63187085930,312940
63187085960,312940
63187085990,312940
63304016430,312940
63629331301,312940
63629331302,312940
63629331303,312940
65862001101,312940
65862001105,312940
65862001130,312940
65862001150,312940
65862001151,312940
65862001160,312940
65862001190,312940
65862001199,312940
67046166503,312940
68071395103,312940
68071446203,312940
68071446206,312940
68084018001,312940
68084018011,312940
68180035101,312940
68180035103,312940
68180035106,312940
68180035108,312940
68180035109,312940
68180097801,312940
68180097802,312940
68180097803,312940
68645048770,312940
68645052154,312940
68788404501,312940
68788404503,312940
68788404506,312940
68788404509,312940
68788643701,312940
68788643703,312940
68788643706,312940
68788643709,312940
68788792801,312940
68788792803,312940
68788792806,312940
68788792809,312940
68788868901,312940
68788868903,312940
68788868906,312940
68788868909,312940
69097083302,312940
69097083305,312940
69097083307,312940
69097083312,312940
70010020303,312940
70010020305,312940
70010020309,312940
70010020310,312940
70010020350,312940
70010020353,312940
70010020363,312940
70518093800,312940
70518174800,312940
70518174801,312940
70518417100,312940
70518430700,312940
70518430701,312940
70518442500,312940
70518460600,312940
70518460601,312940
71093012901,312940
71093012903,312940
71093012905,312940
71205034330,312940
71205034360,312940
71205034390,312940
71335032801,312940
71335032802,312940
71335032803,312940
71335032804,312940
71335032805,312940
71335032806,312940
71335080801,312940
71335080802,312940
71335080803,312940
71335080804,312940
71335080805,312940
71335080806,312940
71335107801,312940
71335107802,312940
71335107803,312940
71335107804,312940
71335107805,312940
71335107806,312940
71335107807,312940
71335258701,312940
71335258702,312940
71335258703,312940
71335258704,312940
71335258705,312940
71335258706,312940
71335258707,312940
71335265901,312940
71335265902,312940
71335265903,312940
71335265904,312940
71335265905,312940
71335265906,312940
71335265907,312940
72789034690,312940
72865020505,312940
72865020518,312940
72865020530,312940
72865020590,312940
76282021201,312940
76282021205,312940
76282021218,312940
76282021230,312940
76282021260,312940
76282021290,312940
76420077901,312940
76420077930,312940
76420077960,312940
76420077990,312940
84386009701,312940
84386009705,312940
84386009730,312940
84386009750,312940
84386009751,312940
84386009760,312940
84386009790,312940
84386009799,312940
00378418701,312941
00378418705,312941
00378418793,312941
00378812101,312941
00378812105,312941
00615860305,312941
00615860328,312941
00615860339,312941
00904692561,312941
12634090471,312941
16714061201,312941
16714061202,312941
16714061203,312941
16714061204,312941
16714061205,312941
16714061206,312941
16729021601,312941
16729021610,312941
16729021615,312941
16729021616,312941
16729021643,312941
23155075803,312941
23155075805,312941
23155075809,312941
23155075869,312941
31722014605,312941
31722014630,312941
31722014690,312941
31722021305,312941
31722021330,312941
31722021390,312941
33358032230,312941
42708009230,312941
42708012430,312941
43063003301,312941
43063003330,312941
43063003360,312941
43063003390,312941
43063085530,312941
43063085560,312941
43063085590,312941
43353081715,312941
43353081730,312941
43353081745,312941
43353081760,312941
43602098015,312941
43602098016,312941
50090098900,312941
50090098901,312941
50090098902,312941
50090207100,312941
50090207101,312941
50090207102,312941
50090315300,312941
50090637900,312941
50090637901,312941
50090637902,312941
50090686100,312941
50090766100,312941
50090766101,312941
50090766102,312941
50090766200,312941
50090769100,312941
50090769101,312941
50090769102,312941
50090769200,312941
50090783000,312941
50111093101,312941
50111093102,312941
50111093110,312941
50228046805,312941
50228046830,312941
50228046890,312941
50268076911,312941
50268076915,312941
50268082411,312941
50268082415,312941
50436352001,312941
50436630401,312941
51655026526,312941
51655035226,312941
52959087530,312941
52959087560,312941
52959087590,312941
55045356601,312941
55154356900,312941
55154468700,312941
55700022530,312941
55700034030,312941
55700034060,312941
55700034090,312941
55887016860,312941
55887016890,312941
59762490001,312941
59762490002,312941
59762490003,312941
59762490004,312941
59762490005,312941
59762644301,312941
59762644302,312941
59762644303,312941
60505018103,312941
60687024201,312941
60687024211,312941
60760061290,312941
60760068390,312941
60760073790,312941
60760098890,312941
61919001460,312941
61919034530,312941
61919034560,312941
61919034590,312941
61919045730,312941
61919045760,312941
61919045790,312941
63187005530,312941
63187005560,312941
63187005590,312941
63187076730,312941
63187076760,312941
63187076790,312941
63304016501,312941
63304016505,312941
63304016530,312941
63629330901,312941
63629330902,312941
63629330903,312941
63629330904,312941
63629330905,312941
65862001201,312941
65862001205,312941
65862001230,312941
65862001250,312941
65862001251,312941
65862001260,312941
65862001290,312941
65862001299,312941
67046055503,312941
67046148303,312941
68071054828,312941
68071054856,312941
68071054860,312941
68071131700,312941
68071362603,312941
68071449402,312941
68071449403,312941
68071449405,312941
68071449406,312941
68071449408,312941
68071449409,312941
68071499303,312941
68084018101,312941
68084018111,312941
68180035201,312941
68180035202,312941
68180035203,312941
68180035205,312941
68180035206,312941
68180035209,312941
68180035211,312941
68180098601,312941
68180098602,312941
68180098603,312941
68180098604,312941
68645048870,312941
68645049901,312941
68645052254,312941
68788642901,312941
68788642902,312941
68788642903,312941
68788642906,312941
68788642908,312941
68788642909,312941
68788810901,312941
68788810903,312941
68788810906,312941
68788810909,312941
68788861201,312941
68788861203,312941
68788861206,312941
68788861209,312941
68788873201,312941
68788873203,312941
68788873206,312941
68788873209,312941
69097083402,312941
69097083405,312941
69097083407,312941
69097083412,312941
70010020401,312941
70010020403,312941
70010020405,312941
70010020409,312941
70010020410,312941
70010020453,312941
70010020463,312941
70518015300,312941
70518015301,312941
70518015302,312941
70518161700,312941
70518161701,312941
70518281200,312941
70518281201,312941
70518281202,312941
70518281203,312941
70518281204,312941
70518281205,312941
70518415700,312941
70518415701,312941
70518451800,312941
70518451801,312941
70518451802,312941
70518451803,312941
70518451804,312941
70518451805,312941
70934016990,312941
71093013001,312941
71093013003,312941
71093013005,312941
71205002830,312941
71205002860,312941
71205002890,312941
71205020530,312941
71205020560,312941
71205020590,312941
71335040301,312941
71335040302,312941
71335040303,312941
71335040304,312941
71335040305,312941
71335040306,312941
71335040307,312941
71335040308,312941
71335040309,312941
71335041501,312941
71335041502,312941
71335041503,312941
71335041504,312941
71335041505,312941
71335041506,312941
71335041507,312941
71335041508,312941
71335041509,312941
71335071801,312941
71335071802,312941
71335071803,312941
71335071804,312941
71335071805,312941
71335071806,312941
71335071807,312941
71335071808,312941
71335071809,312941
71335230001,312941
71335230002,312941
71335230003,312941
71335230004,312941
71335230005,312941
71335295501,312941
71335295502,312941
71335971401,312941
71335971402,312941
71335971403,312941
71335971404,312941
71335971405,312941
71335971406,312941
71335971407,312941
71335971408,312941
71335971409,312941
71610081815,312941
71610081830,312941
71610081845,312941
71610081860,312941
72162237001,312941
72162237003,312941
72162237006,312941
72162237008,312941
72162237009,312941
72189055130,312941
72189055190,312941
72789001330,312941
72789001360,312941
72789001390,312941
72865020605,312941
72865020618,312941
72865020630,312941
72865020690,312941
76282021301,312941
76282021305,312941
76282021318,312941
76282021330,312941
76282021360,312941
76282021390,312941
76420078101,312941
76420078130,312941
76420078160,312941
76420078190,312941
80425020001,312941
80425020002,312941
80425020003,312941
82009004905,312941
82868010090,312941
84386009801,312941
84386009805,312941
84386009830,312941
84386009850,312941
84386009851,312941
84386009860,312941
84386009890,312941
84386009899,312941
00378418801,312938
00378418805,312938
00378418893,312938
00378812701,312938
00378812705,312938
00615860405,312938
00615860428,312938
00615860439,312938
00904692661,312938
16714061301,312938
16714061302,312938
16714061303,312938
16714061304,312938
16714061305,312938
16714061306,312938
16729021701,312938
16729021710,312938
16729021715,312938
16729021716,312938
16729021743,312938
23155075903,312938
23155075905,312938
23155075909,312938
31722014705,312938
31722014730,312938
31722014790,312938
31722021405,312938
31722021430,312938
31722021490,312938
33358032330,312938
35356083230,312938
35356083260,312938
35356083290,312938
43063075430,312938
43063075460,312938
43063075490,312938
43353036215,312938
43353036415,312938
43353044715,312938
43353044730,312938
43353044745,312938
43353044753,312938
43353044773,312938
43353080915,312938
43353080930,312938
43353080945,312938
43353080953,312938
43353080960,312938
43353080973,312938
43353080980,312938
43602098115,312938
43602098116,312938
45865052430,312938
45865052451,312938
45865052460,312938
45865052490,312938
50090099100,312938
50090099101,312938
50090099102,312938
50090208000,312938
50090208001,312938
50090208002,312938
50090320300,312938
50090320301,312938
50090320302,312938
50090321700,312938
50090691700,312938
50090729500,312938
50090769300,312938
50090769301,312938
50090769302,312938
50090769400,312938
50090770000,312938
50090770001,312938
50090770002,312938
50090770100,312938
50111093201,312938
50111093202,312938
50111093210,312938
50228046905,312938
50228046930,312938
50228046990,312938
50268077011,312938
50268077015,312938
50268082511,312938
50268082515,312938
50436630501,312938
51079015101,312938
51079015120,312938
51079076401,312938
51079076420,312938
51655017326,312938
51655017352,312938
51655097945,312938
52959087600,312938
52959087630,312938
52959087660,312938
55045356201,312938
55154357000,312938
55154469200,312938
55700036200,312938
55700036230,312938
55700036260,312938
55700036290,312938
59762491002,312938
59762491003,312938
59762491004,312938
59762516001,312938
59762516002,312938
59762516003,312938
60505018208,312938
60687025301,312938
60687025311,312938
60760009190,312938
60760073890,312938
61919008620,312938
61919008630,312938
61919008660,312938
61919008690,312938
61919041630,312938
61919041660,312938
61919041690,312938
63187021230,312938
63187021260,312938
63187021290,312938
63187079530,312938
63187079560,312938
63187079590,312938
63304016601,312938
63304016605,312938
63304016630,312938
63629328901,312938
63629328902,312938
63629328903,312938
63629328904,312938
65862001301,312938
65862001305,312938
65862001325,312938
65862001330,312938
65862001350,312938
65862001360,312938
65862001390,312938
65862001399,312938
67046055403,312938
67046168203,312938
67544090815,312938
68071070228,312938
68071070260,312938
68071131800,312938
68071353403,312938
68071465803,312938
68071497306,312938
68084018201,312938
68084018211,312938
68180035301,312938
68180035302,312938
68180035303,312938
68180035305,312938
68180035306,312938
68180035309,312938
68180035311,312938
68180099201,312938
68180099202,312938
68180099203,312938
68180099204,312938
68645050001,312938
68645052354,312938
68645058954,312938
68788683501,312938
68788683502,312938
68788683503,312938
68788683506,312938
68788683508,312938
68788683509,312938
68788821003,312938
68788821006,312938
68788821009,312938
68788866901,312938
68788866902,312938
68788866903,312938
68788866906,312938
68788866908,312938
68788866909,312938
69097083502,312938
69097083505,312938
69097083507,312938
69097083512,312938
70010020501,312938
70010020503,312938
70010020505,312938
70010020509,312938
70010020510,312938
70010020553,312938
70010020563,312938
70518104000,312938
70518244800,312938
70518244801,312938
70518244802,312938
70518244803,312938
70518244804,312938
70518244805,312938
70518244806,312938
70518244807,312938
70518244808,312938
70518459000,312938
71093013101,312938
71093013103,312938
71093013105,312938
71205004730,312938
71205004760,312938
71205004790,312938
71205045530,312938
71205045560,312938
71205045590,312938
71335021001,312938
71335021002,312938
71335021003,312938
71335021004,312938
71335021005,312938
71335021006,312938
71335021007,312938
71335021008,312938
71335021009,312938
71335051001,312938
71335051002,312938
71335051003,312938
71335051004,312938
71335051005,312938
71335051006,312938
71335051007,312938
71335051008,312938
71335051009,312938
71335089601,312938
71335089602,312938
71335089603,312938
71335089604,312938
71335089605,312938
71335089606,312938
71335089607,312938
71335089608,312938
71335089609,312938
71335311001,312938
71335311002,312938
71335311003,312938
71335311004,312938
71335311005,312938
71335311006,312938
71335311007,312938
71335311008,312938
71335311009,312938
71335311501,312938
71335311502,312938
71335311503,312938
71335311504,312938
71335311505,312938
71335311506,312938
71335311507,312938
71335311508,312938
71335311509,312938
71610043315,312938
71610043545,312938
71610043553,312938
71610043560,312938
71610043573,312938
71610043580,312938
71610065115,312938
71610065130,312938
71610065145,312938
71610065153,312938
71610065160,312938
71610065173,312938
71610065180,312938
71610076915,312938
71610076930,312938
71610076945,312938
71610076953,312938
71610076960,312938
71610076973,312938
71610076980,312938
71610088615,312938
71610088645,312938
71610088660,312938
71610088673,312938
71610088680,312938
72162240703,312938
72162241100,312938
72162241101,312938
72162241105,312938
72189012230,312938
72189012260,312938
72189012290,312938
72789008860,312938
72789009230,312938
72789009260,312938
72789009290,312938
72789027301,312938
72865020705,312938
72865020718,312938
72865020730,312938
72865020790,312938
76282021401,312938
76282021405,312938
76282021418,312938
76282021430,312938
76282021460,312938
76282021490,312938
76420078601,312938
76420078630,312938
76420078660,312938
76420078690,312938
80425031001,312938
80425031002,312938
80425031003,312938
82009005005,312938
84386009901,312938
84386009905,312938
84386009925,312938
84386009930,312938
84386009950,312938
84386009960,312938
84386009990,312938
84386009999,312938
47781095130,410584
52427066430,410584
69097043802,410584
69238278901,410584
70377012811,410584
70710194803,410584
70771191303,410584
70954089910,410584
75907031030,410584
47781096230,251201
52427067230,251201
69097045102,251201
69238279101,251201
70377012911,251201
70710194903,251201
70771191403,251201
70954090010,251201
75907031130,251201
00049005001,861066
58151060135,861066
00049496030,212233
52959078730,212233
58151057493,212233
00049490030,208161
00049490041,208161
00049490073,208161
00049490094,208161
13411015201,208161
13411015203,208161
